url,Property Name,Address,bed,bath,area_sqft,Rent,Wooden Floor Feature,Sundeck Features,Free Wifi,24 Hour Facilities,Accessibility Features,Air Conditioning,Bike/Indoor Bike Storage,Car Services,Ceiling Fan,Closets,Clubhouse,Co-working/Working Spaces/Facilities,Controlled Access,Corner Unit,Courtyard,Den/Den Features,Designer Features,Dishwasher,Energy Efficiency Features,EV Charging,Fire place/pit,Garden,Granite Countertops,Guest Features,Grill Stations/Areas,Gym,Heating Features,High Speed Internet Features,Historic Feature,Icemaker,Keyfob,Kitchen Island,Large Windows,Laundry Facilities,Media and Game Room,Package Service,Parking/Garage/Reserved Parking,Patio/Balcony,Pet Facilities,Picnic Area,Pool Features,Rooftop Features,Security Features,Sewer and Trash,Skylight,Stainless Steel Appliances,Storage Facilities,Storage Additional Spaces,Tile Features,Trash/Garbage Services,Tub/Shower,Views,Valet Services,Vinyl Flooring,Walking/Biking Trails,Washer and Dryer,Wheelchair Access,Yoga Facilities,zipcode,yearBuilt,newBuiltFactor,probPropType,Zipcode_30306,Zipcode_30307,Zipcode_30308,Zipcode_30309,Zipcode_30310,Zipcode_30312,Zipcode_30313,Zipcode_30314,Zipcode_30315,Zipcode_30316,Zipcode_30318,Zipcode_30324,Zipcode_30332,Zipcode_30363,propType_Apartment,propType_Condo,walkScore,transitScore,bikeScore,rpsf
https://www.apartments.com/maa-centennial-park-atlanta-ga/cd80n3f/,MAA Centennial Park,"305 Centennial Olympic Park Dr NW, Atlanta, GA 30313 – Centennial Park",2.0,2.0,1196.0,2320.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,30313,2018.0,0,Apartment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,94.0,77.0,69.0,1.939799331103679
https://www.apartments.com/maa-centennial-park-atlanta-ga/cd80n3f/,MAA Centennial Park,"305 Centennial Olympic Park Dr NW, Atlanta, GA 30313 – Centennial Park",2.0,2.0,1196.0,2385.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,30313,2018.0,0,Apartment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,94.0,77.0,69.0,1.9941471571906355
https://www.apartments.com/maa-centennial-park-atlanta-ga/cd80n3f/,MAA Centennial Park,"305 Centennial Olympic Park Dr NW, Atlanta, GA 30313 – Centennial Park",2.0,2.0,1196.0,2240.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,30313,2018.0,0,Apartment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,94.0,77.0,69.0,1.8729096989966556
https://www.apartments.com/maa-centennial-park-atlanta-ga/cd80n3f/,MAA Centennial Park,"305 Centennial Olympic Park Dr NW, Atlanta, GA 30313 – Centennial Park",2.0,2.0,993.0,1936.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,30313,2018.0,0,Apartment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,94.0,77.0,69.0,1.9496475327291036
https://www.apartments.com/maa-centennial-park-atlanta-ga/cd80n3f/,MAA Centennial Park,"305 Centennial Olympic Park Dr NW, Atlanta, GA 30313 – Centennial Park",2.0,2.0,1132.0,2465.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,30313,2018.0,0,Apartment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,94.0,77.0,69.0,2.1775618374558303
https://www.apartments.com/maa-centennial-park-atlanta-ga/cd80n3f/,MAA Centennial Park,"305 Centennial Olympic Park Dr NW, Atlanta, GA 30313 – Centennial Park",2.0,2.0,1132.0,2245.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,30313,2018.0,0,Apartment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,94.0,77.0,69.0,1.9832155477031803
https://www.apartments.com/maa-centennial-park-atlanta-ga/cd80n3f/,MAA Centennial Park,"305 Centennial Olympic Park Dr NW, Atlanta, GA 30313 – Centennial Park",2.0,2.0,1132.0,2295.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,30313,2018.0,0,Apartment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,94.0,77.0,69.0,2.027385159010601
https://www.apartments.com/maa-centennial-park-atlanta-ga/cd80n3f/,MAA Centennial Park,"305 Centennial Olympic Park Dr NW, Atlanta, GA 30313 – Centennial Park",3.0,3.0,1515.0,3120.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,30313,2018.0,0,Apartment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,94.0,77.0,69.0,2.0594059405940595
https://www.apartments.com/piedmont-pad-apartments-atlanta-ga/p65ssqs/,Piedmont Pad Apartments,"171 Auburn Ave NE, Atlanta, GA 30303 – Downtown Atlanta",1.0,1.0,818.0,1485.0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,30303,2007.0,0,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94.0,78.0,80.0,1.815403422982885
https://www.apartments.com/piedmont-pad-apartments-atlanta-ga/p65ssqs/,Piedmont Pad Apartments,"171 Auburn Ave NE, Atlanta, GA 30303 – Downtown Atlanta",1.0,1.0,989.0,1705.0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,30303,2007.0,0,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94.0,78.0,80.0,1.7239635995955511
